Heart rate___beats/minute,Calories burned_kcal,Exercise duration_s,Sleep duration_minutes,Sleep type duration_minutes,Floors climbed___floors,Datetime
109,129,45938,0,0,0,0
50,0,0,4,5,0,2
67,0,0,0,0,1,8
57,0,0,6,11,0,1
73,0,0,0,0,0,18
56,0,0,14,17,0,2
54,0,0,1,2,0,1
55,0,0,4,10,0,3
60,0,0,0,0,0,4
65,0,0,0,0,0,12
65,0,0,0,0,0,10
69,0,0,0,0,0,21
51,0,0,0,0,1,0
68,0,0,0,0,0,7
62,0,0,0,0,0,5
61,0,0,0,0,0,4
51,0,0,5,8,0,4
80,0,0,7,14,0,18
72,0,0,0,0,0,14
58,0,0,0,0,1,4
55,0,0,8,12,0,2
85,0,0,10,22,0,14
71,0,0,0,0,0,14
72,0,0,0,0,0,15
80,0,0,14,29,0,12
67,0,0,0,0,0,8
65,0,0,0,0,0,19
72,0,0,0,0,0,16
60,0,0,0,0,0,6
82,0,0,10,22,0,15
61,0,0,0,0,0,14
67,0,0,0,0,0,10
84,0,0,7,13,0,18
88,0,3,12,23,0,17
124,125,97253,0,0,0,13
79,0,0,22,33,0,9
71,0,0,0,0,0,21
56,0,0,11,16,0,2
58,0,0,0,0,0,4
136,70,50500,0,0,0,21
79,0,0,17,35,0,7
61,0,0,0,0,0,5
158,23,28852,0,0,0,19
73,0,0,0,0,0,21
52,0,0,10,11,0,3
53,0,0,11,14,0,1
65,0,0,0,0,1,7
58,0,0,8,12,0,2
50,0,0,0,0,1,0
72,0,0,0,0,0,21
120,130,82852,0,0,0,1
59,0,0,2,5,0,3
68,0,0,0,0,1,8
91,0,8,0,0,0,9
124,135,105909,0,0,0,4
62,0,0,0,0,0,14
49,0,0,5,7,0,4
172,20,19689,0,0,0,20
69,0,0,0,0,0,14
62,0,0,0,0,0,1
159,11,12593,0,0,0,21
81,0,0,9,19,0,17
57,0,0,0,0,0,13
145,12,14104,0,0,0,15
77,0,0,0,0,0,19
73,0,0,20,29,0,6
139,4,12497,0,0,0,21
66,0,0,12,22,0,3
60,0,0,0,0,0,4
149,10,11678,0,0,0,21
123,8,7517,0,0,0,4
57,0,0,2,4,0,2
60,0,0,2,7,0,3
109,125,47474,0,0,0,0
51,0,0,0,0,1,2
79,0,0,13,24,0,14
49,0,0,3,2,0,1
85,0,0,12,21,0,15
51,0,0,0,0,1,0
72,0,0,0,0,0,19
57,0,0,11,16,0,3
154,25,23828,0,0,0,21
62,0,0,3,8,0,4
52,0,0,2,4,0,2
82,0,0,8,17,0,18
61,0,0,6,9,0,4
81,0,0,12,23,0,13
53,0,0,0,0,1,1
56,0,0,0,0,0,10
81,0,0,13,22,0,15
58,0,0,6,7,0,5
109,121,43990,0,0,0,0
54,0,0,0,0,1,0
80,0,0,6,12,0,19
148,10,13253,0,0,0,21
54,0,0,8,7,0,0
152,9,11666,0,0,0,21
56,0,0,4,10,0,1
124,119,83768,0,0,0,13
70,0,0,0,0,0,21
67,0,0,0,0,0,11
73,0,0,20,42,0,5
61,0,0,0,0,0,3
115,153,95239,0,0,0,0
62,0,0,0,0,1,7
71,0,0,0,0,0,21
157,9,11103,0,0,0,6
51,0,0,4,7,0,4
50,0,0,0,0,1,1
59,0,0,0,0,0,3
60,0,0,17,14,0,3
55,0,0,0,0,1,0
64,0,0,10,19,0,3
71,0,0,0,0,0,21
114,173,107959,0,0,0,0
88,163,122578,0,0,0,8
48,0,0,2,1,0,0
65,0,0,0,0,0,7
54,0,0,3,4,0,1
48,0,0,6,6,0,5
76,0,0,8,16,0,14
50,0,0,4,7,0,3
57,0,0,0,0,0,1
84,0,0,9,16,0,18
170,30,40659,0,0,0,21
56,0,0,0,0,0,4
52,0,0,0,0,1,0
58,0,0,11,16,0,3
66,0,0,0,0,0,10
67,0,0,0,0,1,9
68,0,0,0,0,0,21
51,0,0,0,0,1,0
59,0,0,0,0,0,8
87,1,1026,0,0,0,0
61,0,0,0,0,0,6
131,8,8677,0,0,0,6
67,0,0,0,0,0,5
80,0,0,16,28,0,12
48,0,0,5,6,0,4
66,0,0,0,0,1,9
129,99,62522,0,0,0,21
82,0,0,9,18,0,18
59,0,0,0,0,0,7
59,0,0,15,27,0,0
52,0,0,0,0,1,2
53,0,0,2,6,0,2
81,0,0,8,15,0,17
67,0,0,0,0,1,10
75,0,0,19,40,0,7
53,0,0,5,7,0,2
63,0,0,6,15,0,3
59,0,0,0,0,0,0
168,14,13337,0,0,0,16
72,0,0,0,0,0,16
68,0,0,8,20,0,4
87,0,338,4,6,0,0
83,0,0,6,15,0,16
84,0,0,7,14,0,17
72,0,39,0,0,1,18
59,0,0,0,0,0,1
166,11,13208,0,0,0,17
51,0,0,5,6,0,4
55,0,0,12,16,0,0
52,0,0,0,0,1,0
83,0,0,10,21,0,15
56,0,0,3,7,0,3
167,12,14693,0,0,0,15
71,0,0,0,0,0,13
73,0,0,0,0,0,20
69,0,0,0,0,0,10
55,0,0,5,9,0,0
54,0,0,0,0,1,0
117,137,81236,0,0,0,0
52,0,0,0,0,0,1
78,0,0,14,25,0,13
54,0,0,0,0,0,12
84,0,0,10,18,0,15
66,0,0,0,0,0,12
168,12,11078,0,0,0,13
161,9,11054,0,0,0,10
122,9,9097,0,0,0,4
66,0,0,0,0,0,14
51,0,0,6,8,0,2
54,0,0,2,5,0,2
75,0,0,1,2,0,15
63,0,0,5,3,0,7
174,22,17436,0,0,0,21
73,0,0,0,0,0,14
79,0,0,11,21,0,18
63,0,0,1,4,0,3
62,0,0,0,0,1,6
150,11,15272,0,0,0,21
81,0,0,17,36,0,9
56,0,0,0,0,0,1
68,0,0,0,0,0,21
72,0,0,0,0,0,21
59,0,0,0,0,1,2
64,0,30,1,3,0,5
68,0,0,0,0,1,9
63,0,0,3,7,0,3
61,0,0,11,15,0,2
60,0,0,0,0,0,19
149,8,12079,0,0,0,12
70,0,0,0,0,0,10
64,0,0,0,0,0,7
71,0,0,0,0,0,14
70,0,0,16,24,0,8
72,0,0,0,0,0,21
134,7,6885,0,0,0,4
111,116,51720,0,0,0,0
81,0,0,5,11,0,19
78,0,0,18,34,0,9
64,0,0,0,0,0,5
79,0,0,0,0,0,21
80,0,0,5,10,0,20
60,0,0,0,0,0,5
64,0,0,0,0,0,5
82,0,0,8,16,0,17
64,0,0,0,0,0,5
55,0,0,0,0,1,0
145,10,11682,0,0,0,21
60,0,0,4,8,0,3
72,0,0,0,0,0,20
79,0,0,15,28,0,11
104,139,46975,0,0,0,0
68,0,0,0,0,0,21
110,141,108716,0,0,0,12
78,0,0,7,14,0,17
55,0,0,5,8,0,2
139,40,30881,0,0,0,21
61,0,0,0,0,0,5
59,0,0,0,0,0,1
124,12,9872,0,0,0,4
59,0,0,0,0,0,2
70,0,0,0,0,1,11
60,0,0,1,1,0,2
68,0,0,2,2,0,6
63,0,0,0,0,0,21
63,0,0,0,0,0,13
59,0,0,0,0,0,4
79,0,42,0,0,0,8
130,88,55266,0,0,0,20
156,11,13834,0,0,0,21
54,0,0,6,12,0,3
58,0,0,11,15,0,3
68,0,0,0,0,1,9
56,0,0,4,9,0,3
56,0,0,7,11,0,1
169,15,20015,0,0,0,21
52,0,0,8,13,0,0
65,0,0,0,0,0,9
73,0,0,0,0,0,20
83,0,0,9,17,0,16
167,25,37309,0,0,0,21
71,0,0,0,0,0,21
84,0,0,0,0,0,14
124,131,104854,0,0,0,4
78,0,0,17,28,0,10
58,0,0,0,0,0,1
55,0,0,6,10,0,1
63,0,0,0,0,0,4
52,0,0,0,0,1,0
76,0,0,5,11,0,9
49,0,0,4,6,0,4
68,0,0,13,20,0,5
78,0,0,13,28,0,12
52,0,0,5,9,0,3
161,9,12702,0,0,0,14
55,0,0,6,12,0,3
74,0,0,21,44,0,6
58,0,0,0,0,0,3
66,0,0,11,26,0,3
57,0,0,0,0,0,1
68,0,0,0,0,1,9
73,0,0,21,44,0,5
55,0,0,8,13,0,3
72,0,0,7,14,0,10
83,0,0,10,18,0,16
133,8,6782,0,0,0,4
83,0,0,6,12,0,18
122,8,9409,0,0,0,4
114,129,95840,0,0,0,21
64,0,0,7,9,0,5
117,137,93757,0,0,0,1
119,138,95310,0,0,0,1
84,0,0,9,18,0,18
168,11,12186,0,0,0,14
57,0,0,0,1,0,1
55,0,0,7,9,0,2
81,0,0,8,16,0,18
109,124,43690,0,0,0,0
55,0,0,4,9,0,3
81,0,0,11,23,0,13
137,9,9834,0,0,0,5
59,0,0,14,21,0,2
66,0,0,0,0,1,9
61,0,0,0,0,0,6
109,132,46136,0,0,0,0
147,11,15165,0,0,0,21
94,151,110062,0,0,0,11
69,0,0,10,18,0,6
80,0,0,6,14,0,18
126,109,81815,0,0,0,9
64,0,0,0,0,0,6
52,0,0,0,0,1,1
76,0,0,18,43,0,8
61,0,0,0,0,0,4
55,0,0,3,6,0,3
65,0,0,0,0,0,9
81,0,0,9,17,0,15
70,0,0,12,24,0,8
58,0,0,2,5,0,5
70,0,0,0,0,0,21
107,140,47508,0,0,0,0
60,0,0,0,0,0,5
80,0,0,15,29,0,12
59,0,0,5,13,0,2
74,0,0,0,0,0,20
73,0,0,0,0,0,19
66,0,0,0,0,1,8
64,0,0,0,0,0,4
58,0,0,8,7,0,3
106,141,46273,0,0,0,0
63,0,0,0,0,0,4
57,0,0,11,13,0,3
69,0,0,0,0,0,21
53,0,0,4,5,0,0
83,0,0,8,16,0,17
132,8,9557,0,0,0,5
67,0,0,0,0,0,9
62,0,0,0,0,0,4
118,0,30,0,0,0,21
73,0,0,0,0,0,21
93,0,439,0,0,0,10
61,0,0,9,13,0,2
73,0,0,16,30,0,7
119,156,106259,0,0,0,2
82,0,0,7,14,0,18
69,0,0,0,0,1,10
76,0,0,20,37,0,9
148,12,16138,0,0,0,21
82,0,0,10,19,0,15
149,10,14119,0,0,0,21
68,0,0,0,0,1,8
121,135,93334,0,0,0,11
79,0,17,0,0,0,14
146,14,13294,0,0,0,21
160,9,9331,0,0,0,9
52,0,0,0,0,1,0
81,0,0,6,12,0,18
59,0,0,11,19,0,2
52,0,0,9,14,0,2
67,0,0,0,0,1,8
71,0,0,0,0,0,21
121,150,101408,0,0,0,9
82,0,0,11,21,0,14
73,0,0,15,31,0,6
55,0,0,3,8,0,2
82,0,0,7,15,0,18
66,0,0,0,0,0,6
69,0,0,0,0,0,21
118,132,82744,0,0,0,1
61,0,0,0,0,0,5
48,0,0,0,0,1,0
139,8,12667,0,0,0,11
56,0,0,3,8,0,3
57,0,0,5,12,0,3
104,2,3301,0,0,0,20
163,12,12651,0,0,0,18
55,0,0,1,2,0,1
133,89,62779,0,0,0,18
109,122,46804,0,0,0,0
148,13,14851,0,0,0,21
83,0,0,11,25,0,13
52,0,0,2,4,0,2
146,14,13930,0,0,0,21
68,0,0,0,0,0,10
122,0,1900,0,0,0,7
58,0,0,0,0,0,4
54,0,0,3,5,0,3
117,123,77022,0,0,0,0
54,0,0,0,0,1,0
133,48,46011,0,0,0,21
54,0,0,11,15,0,2
59,0,0,0,0,0,1
68,0,0,0,0,1,10
57,0,0,0,0,0,8
56,0,0,5,6,0,1
57,0,0,0,0,0,17
90,167,135286,0,0,0,11
83,0,0,11,23,0,14
58,0,0,0,0,1,6
56,0,0,2,3,0,2
59,0,0,4,7,0,4
74,0,0,0,0,0,15
55,0,0,1,2,0,2
110,124,46084,0,0,0,0
109,138,50081,0,0,0,0
60,0,0,12,19,0,2
121,147,114175,0,0,0,4
170,18,31162,0,0,0,20
82,0,0,7,16,0,18
83,0,0,7,15,0,17
49,0,0,4,6,0,4
148,6,11771,0,0,0,14
163,12,14760,0,0,0,17
84,0,0,2,4,0,11
110,23,13893,0,0,0,5
65,0,0,0,0,0,6
54,0,0,0,0,1,0
57,0,0,6,13,0,2
70,0,0,0,0,0,16
49,0,0,5,7,0,4
52,0,0,0,0,1,0
61,0,0,0,0,0,5
61,0,0,0,0,0,5
160,12,13617,0,0,0,19
60,0,0,0,0,0,6
78,0,0,19,38,0,7
60,0,0,0,0,1,3
53,0,0,11,12,0,1
71,0,0,0,0,0,21
66,0,0,7,16,0,2
58,0,0,0,0,0,13
61,0,0,0,0,0,5
81,0,0,13,25,0,14
65,0,0,8,14,0,5
97,0,1550,0,0,0,21
80,0,0,15,25,0,12
55,0,0,4,8,0,2
60,0,0,0,0,0,3
85,0,0,8,13,0,17
59,0,0,0,0,1,6
71,0,0,0,0,0,21
54,0,0,0,0,0,6
69,0,0,0,0,0,21
65,0,0,0,0,0,6
68,0,0,0,0,0,7
166,11,14330,0,0,0,14
64,0,0,0,0,0,7
116,151,95576,0,0,0,0
81,0,0,10,19,0,17
63,0,0,0,0,0,7
53,0,0,0,0,1,0
49,0,0,3,6,0,2
60,0,0,0,0,1,2
84,0,0,9,18,0,17
71,0,0,21,40,0,4
76,0,0,14,28,0,9
78,0,0,0,0,0,21
108,132,46301,0,0,0,0
152,8,10865,0,0,0,20
56,0,0,6,9,0,2
59,0,0,9,11,0,4
75,0,0,0,0,0,20
172,18,16361,0,0,0,18
69,0,0,0,0,0,7
84,0,0,7,14,0,17
69,0,0,0,0,1,9
58,0,0,0,0,0,17
56,0,0,3,8,0,3
74,0,0,0,0,0,14
80,0,0,11,21,0,14
57,0,0,0,0,1,7
122,136,99278,0,0,0,2
65,0,0,0,0,0,8
101,0,1088,4,7,0,12
73,0,0,0,0,0,21
81,0,0,11,21,0,15
152,11,13880,0,0,0,21
54,0,0,0,0,0,4
66,0,0,15,18,0,4
54,0,0,0,0,1,0
52,0,0,3,4,0,1
69,0,0,0,0,1,12
56,0,0,0,0,1,1
75,0,0,0,0,0,20
69,0,0,0,0,0,20
82,0,0,7,15,0,17
58,0,0,0,0,1,0
72,0,0,0,0,0,14
70,0,0,0,0,1,11
83,0,0,6,14,0,18
67,0,0,0,0,0,7
154,9,11676,0,0,0,21
63,0,0,0,0,0,5
115,129,69467,0,0,0,0
154,10,11314,0,0,0,13
128,6,7753,0,0,0,5
149,8,10080,0,0,0,6
58,0,0,6,3,0,3
55,0,0,0,0,0,16
61,0,0,3,7,0,3
59,0,0,0,0,0,4
65,0,0,15,28,0,5
173,21,18232,0,0,0,20
93,0,147,13,35,0,4
61,0,0,11,20,0,2
52,0,0,0,0,0,0
53,0,0,2,5,0,3
54,0,0,6,11,0,2
56,0,0,0,0,1,1
51,0,0,8,8,0,0
66,0,0,0,0,1,10
58,0,0,0,0,0,2
167,22,41762,0,0,0,21
80,0,8,20,40,0,5
63,0,0,0,0,0,6
76,0,0,19,34,0,10
150,9,10093,0,0,0,7
59,0,0,2,4,0,3
62,0,0,0,0,0,14
162,16,21726,0,0,0,18
67,0,0,0,0,1,9
60,0,0,0,0,0,6
73,0,0,0,0,0,20
59,0,0,0,0,0,6
171,23,24082,0,0,0,21
81,0,0,9,18,0,16
76,0,0,18,35,0,10
81,0,0,14,26,0,15
81,0,0,6,13,0,18
51,0,0,0,0,1,0
169,14,16029,0,0,0,18
64,0,0,0,0,0,18
82,0,0,5,12,0,18
52,0,0,6,7,0,3
54,0,0,11,14,0,2
149,8,8088,0,0,0,6
