Heart rate___beats/minute,Calories burned_kcal,Exercise duration_s,Sleep duration_minutes,Sleep type duration_minutes,Floors climbed___floors,Datetime
79,0,0,14,26,0,12
82,0,0,7,14,0,18
162,40,73769,0,0,0,22
72,0,0,0,0,0,15
147,22,14956,0,0,0,22
153,12,11964,0,0,0,22
83,0,0,0,0,0,22
78,0,0,17,30,0,11
71,0,0,0,0,0,14
55,0,0,1,2,0,4
55,0,0,3,7,0,4
55,0,0,0,0,1,5
76,0,0,18,36,0,8
80,0,0,5,10,0,19
52,0,0,3,6,0,3
80,0,0,0,0,1,15
68,0,0,0,0,1,10
109,123,43550,0,0,0,0
67,0,0,0,0,0,6
117,146,90355,0,0,0,1
59,0,0,5,13,0,3
69,0,0,0,0,1,7
50,0,0,4,4,0,0
171,0,289,0,0,0,18
54,0,0,8,10,0,1
51,0,0,4,7,0,3
173,27,16500,0,0,0,22
82,0,0,6,13,0,18
52,0,0,3,5,0,3
74,0,0,0,0,0,10
56,0,0,1,2,0,3
134,57,40593,0,0,0,22
169,44,38313,0,0,0,20
158,14,16046,0,0,0,22
63,0,0,1,1,0,2
168,14,18485,0,0,0,22
76,0,0,19,39,0,6
153,11,11231,0,0,0,22
71,0,0,0,0,1,11
108,173,58582,0,0,0,0
156,11,13337,0,0,0,9
61,0,0,2,6,0,4
55,0,0,6,12,0,3
69,0,0,0,0,0,20
121,10,9186,0,0,0,5
152,11,13413,0,0,0,20
62,0,0,1,3,0,4
63,0,0,0,0,0,12
69,0,0,0,0,0,7
63,0,0,0,0,0,14
111,117,44206,0,0,0,0
54,0,0,7,9,0,3
79,0,0,0,0,0,22
109,123,39752,0,0,0,0
80,0,0,15,28,0,10
84,0,0,7,15,0,17
80,0,0,6,9,0,20
72,0,0,15,26,0,5
170,17,17631,0,0,0,15
61,0,0,0,0,0,5
52,0,0,8,8,0,0
78,0,0,3,10,0,14
65,0,0,0,0,0,7
86,0,0,0,0,0,22
70,0,0,0,0,0,16
80,0,0,10,21,0,15
111,124,45258,0,0,0,0
77,0,0,18,31,0,11
60,0,0,0,0,0,5
75,0,0,0,0,0,19
64,0,0,0,0,0,6
77,0,0,8,16,0,12
154,10,11788,0,0,0,21
52,0,0,0,0,1,0
109,127,45676,0,0,0,0
54,0,0,0,0,1,2
61,0,0,0,0,0,4
156,15,14113,0,0,0,14
59,0,0,0,0,0,1
61,0,0,0,1,0,3
71,0,0,0,0,1,11
55,0,0,7,9,0,3
69,0,0,7,14,0,6
55,0,0,2,5,0,4
110,132,51878,0,0,0,0
76,0,0,0,0,0,22
78,0,0,9,21,0,15
75,0,0,19,40,0,7
131,9,7112,0,0,0,5
157,9,12942,0,0,0,21
63,0,0,6,6,0,6
67,0,0,0,0,1,8
61,0,0,5,4,0,4
75,0,0,20,42,0,6
154,11,13517,0,0,0,21
61,0,0,0,0,0,10
74,0,0,0,0,0,15
70,0,0,0,0,0,11
57,0,0,0,0,0,6
56,0,0,3,5,0,3
77,0,0,18,40,0,8
80,0,0,5,10,0,19
79,0,0,14,24,0,14
159,11,9167,0,0,0,9
50,0,0,7,8,0,4
55,0,0,3,7,0,4
55,0,0,0,0,1,0
70,0,0,9,17,0,8
154,9,11129,0,0,0,20
76,0,0,16,30,0,7
63,0,0,0,0,0,6
108,123,42254,0,0,0,0
59,0,0,0,0,0,9
117,160,93299,0,0,0,1
53,0,0,6,7,0,1
58,0,0,0,0,1,5
60,0,0,0,0,0,2
108,122,42537,0,0,0,0
82,0,0,6,13,0,17
49,0,0,5,6,0,3
155,9,17141,0,0,0,14
65,0,0,0,0,1,11
65,0,0,0,0,1,4
80,0,0,16,33,0,9
69,0,0,0,0,1,10
68,0,0,13,22,0,6
75,0,0,0,0,1,10
76,0,0,12,23,0,12
61,0,0,6,6,0,4
80,0,0,5,10,0,19
110,119,46469,0,0,0,0
72,0,0,18,35,0,4
64,0,0,10,17,0,2
81,0,0,5,12,0,18
51,0,0,7,6,0,1
63,0,0,3,6,0,6
150,8,9061,0,0,0,22
63,0,0,0,0,0,5
81,0,0,8,16,0,16
67,0,0,10,15,0,4
56,0,0,2,4,0,2
53,0,0,2,5,0,3
55,0,0,0,0,0,1
121,132,92146,0,0,0,3
68,0,0,0,0,0,6
80,22,70327,0,0,0,8
149,14,9877,0,0,0,22
64,0,0,1,0,0,5
54,0,0,8,9,0,0
90,0,0,28,47,0,9
56,0,0,7,9,0,4
104,148,48558,0,0,0,0
79,0,0,0,0,1,14
64,0,0,0,0,0,16
75,0,0,0,0,0,20
62,0,0,0,0,0,14
79,0,0,0,0,0,22
111,164,57132,0,0,0,0
61,0,0,1,0,0,4
53,0,0,0,0,1,1
57,0,0,2,6,0,4
63,0,0,3,7,0,7
173,25,22482,0,0,0,21
56,0,0,0,0,0,4
62,0,0,0,0,0,14
161,15,22951,0,0,0,15
60,0,0,0,0,1,1
140,23,26861,0,0,0,20
71,0,0,0,0,0,19
61,0,0,1,1,0,5
58,0,0,7,11,0,2
73,0,0,0,0,0,15
167,10,13401,0,0,0,18
158,15,10437,0,0,0,10
113,89,30246,0,0,0,1
66,0,0,0,0,0,18
151,9,10936,0,0,0,22
53,0,0,3,5,0,4
159,3,2890,0,0,0,22
54,0,0,6,7,0,1
62,0,0,4,3,0,5
142,10,14536,0,0,0,10
60,0,0,0,0,0,7
73,0,0,0,0,0,13
77,0,0,0,0,0,22
80,0,0,11,19,0,16
92,151,116634,0,0,0,14
59,0,0,0,0,1,4
81,0,0,8,14,0,17
155,12,8662,0,0,0,11
53,0,0,2,5,0,3
56,0,0,0,0,0,3
82,0,0,0,0,0,21
135,30,17675,0,0,0,1
61,0,0,0,0,1,8
58,0,0,6,11,0,2
66,0,0,0,0,0,19
78,0,0,10,20,0,15
60,0,0,0,0,0,9
144,19,13687,0,0,0,22
67,0,0,0,0,0,7
63,0,0,1,0,0,5
67,0,0,0,0,0,7
65,1,0,0,0,0,1
52,0,0,2,2,0,1
94,155,126616,0,0,0,12
64,0,0,0,0,0,17
141,36,20407,0,0,0,22
155,19,22423,0,0,0,22
56,0,0,3,5,0,3
65,0,0,0,0,0,6
143,22,19541,0,0,0,22
83,0,0,7,15,0,17
82,0,0,0,0,0,21
59,0,0,4,8,0,4
73,0,0,11,26,0,7
119,160,121078,0,0,0,7
145,24,22434,0,0,0,21
122,115,85585,0,0,0,4
80,0,0,9,15,0,17
162,10,11954,0,0,0,21
60,0,0,0,0,0,8
72,0,0,0,0,1,10
77,0,0,0,0,0,16
57,0,0,2,3,0,1
63,0,0,9,13,0,5
65,0,0,0,1,0,3
60,0,0,0,0,0,5
53,0,0,2,3,0,0
60,0,0,1,1,0,2
65,0,0,7,13,0,6
154,10,12837,0,0,0,22
53,0,0,6,7,0,3
121,15,12557,0,0,0,4
91,137,7082,0,0,0,0
68,0,0,0,0,0,19
78,0,0,16,30,0,11
70,0,0,0,0,1,7
64,0,0,0,0,0,5
71,0,0,0,0,1,8
65,0,0,0,0,1,6
133,10,6106,0,0,0,6
53,0,0,0,0,0,17
64,0,0,0,0,0,5
82,0,0,10,19,0,15
111,119,45473,0,0,0,0
84,0,0,9,20,0,19
54,0,0,2,4,0,5
63,0,0,0,0,1,9
77,0,0,0,0,0,19
160,40,43277,0,0,0,22
162,18,27277,0,0,0,21
78,0,0,0,0,0,22
58,0,0,0,0,0,6
58,0,0,0,0,1,2
56,0,0,5,11,0,1
78,0,0,19,34,0,12
122,9,8708,0,0,0,5
84,0,0,9,16,0,18
168,13,26712,0,0,0,22
79,0,0,17,30,0,13
165,13,16126,0,0,0,22
63,0,0,0,0,0,10
81,0,0,0,0,1,17
64,0,0,0,0,0,6
59,0,0,0,0,1,2
62,0,0,9,14,0,1
67,0,0,13,20,0,4
109,125,46200,0,0,0,0
63,0,0,0,0,0,5
62,0,0,0,0,0,4
76,0,0,17,35,0,7
111,120,44772,0,0,0,0
71,0,0,0,0,1,7
67,0,0,9,17,0,3
161,12,16951,0,0,0,16
76,0,0,0,0,0,22
62,0,0,0,0,0,11
107,133,43811,0,0,0,0
73,0,0,0,0,0,13
59,0,0,4,8,0,4
68,0,0,0,0,1,11
66,0,0,0,0,0,7
107,126,35198,0,0,0,0
55,0,0,0,0,0,5
56,0,0,0,0,0,3
74,0,0,19,36,0,6
61,0,0,0,0,0,4
75,0,0,0,0,1,10
60,0,0,0,0,0,12
58,0,0,0,0,0,5
61,0,0,9,9,0,4
60,0,0,14,19,0,1
160,13,12754,0,0,0,11
62,0,0,15,6,0,6
51,0,0,6,6,0,4
81,0,0,6,10,0,19
56,0,0,0,0,0,20
83,0,0,7,13,0,18
81,0,0,0,0,1,19
64,0,0,0,0,0,1
75,0,0,0,0,0,21
64,0,0,0,0,0,7
64,0,0,0,0,0,4
63,0,0,0,0,0,4
175,26,14317,0,0,0,22
71,0,0,0,0,0,17
66,0,0,0,0,0,17
82,0,0,7,11,0,19
155,13,11492,0,0,0,8
82,0,0,0,0,1,22
65,0,0,1,0,0,7
155,11,11111,0,0,0,9
118,152,46172,0,0,0,1
52,0,0,1,1,0,0
79,0,0,13,23,0,15
72,0,0,0,0,0,7
109,123,45063,0,0,0,0
151,10,10296,0,0,0,7
64,0,0,0,0,0,5
73,0,0,0,0,0,22
109,131,46890,0,0,0,0
106,135,44487,0,0,0,0
64,0,0,1,0,0,6
123,15,10400,0,0,0,5
79,0,0,0,0,1,12
75,0,0,0,0,1,15
62,0,0,0,0,0,6
76,0,0,4,7,0,18
62,0,0,0,0,0,13
64,0,0,0,0,0,5
134,10,8069,0,0,0,6
83,0,0,10,20,0,15
66,0,0,0,0,0,16
152,11,9691,0,0,0,9
79,0,0,0,0,0,17
112,119,49795,0,0,0,0
54,0,0,9,12,0,2
152,9,10767,0,0,0,22
164,9,10618,0,0,0,11
148,10,9554,0,0,0,22
112,176,63984,0,0,0,0
55,0,0,4,8,0,4
77,0,0,17,36,0,9
148,16,16182,0,0,0,22
62,0,0,2,1,0,4
59,0,0,0,0,0,19
159,18,14454,0,0,0,18
54,0,0,3,5,0,2
60,0,0,5,8,0,3
77,0,0,0,0,0,13
61,0,0,0,0,0,11
154,10,9962,0,0,0,16
152,10,12205,0,0,0,22
64,0,0,0,0,1,4
80,0,0,12,23,0,10
54,0,0,0,0,0,10
75,0,0,17,38,0,6
81,0,0,5,9,0,19
75,0,0,0,0,0,18
107,174,59007,0,0,0,0
65,0,0,0,0,1,4
59,0,0,10,4,0,4
56,0,0,3,8,0,2
56,0,0,9,13,0,2
132,75,46682,0,0,0,22
55,0,0,6,8,0,3
79,0,0,0,0,1,22
66,0,0,0,0,0,11
73,0,0,0,0,0,21
164,12,13064,0,0,0,21
55,0,0,4,8,0,0
80,0,0,6,9,0,20
139,30,21867,0,0,0,22
61,0,0,8,9,0,6
84,0,0,6,11,0,19
68,0,0,0,0,0,12
69,0,0,0,0,0,15
83,0,0,6,13,0,17
62,0,0,0,0,0,5
73,0,0,0,0,1,13
66,0,0,0,0,0,5
57,0,0,5,9,0,1
80,0,0,6,11,0,18
92,161,131993,0,0,0,10
78,0,0,18,37,0,9
69,0,0,0,0,1,5
84,161,108238,0,0,0,16
122,128,89132,0,0,0,3
53,0,0,4,9,0,4
58,0,0,4,7,0,4
80,0,0,6,10,0,20
146,11,11952,0,0,0,8
163,12,14250,0,0,0,21
156,10,11414,0,0,0,12
53,0,0,3,6,0,4
76,0,0,0,0,0,22
149,12,13662,0,0,0,22
57,0,0,0,0,0,4
163,25,15929,0,0,0,21
55,0,0,0,0,1,0
54,0,0,1,2,0,1
64,0,0,10,15,0,2
62,0,0,0,0,0,5
64,0,0,0,0,0,5
68,0,0,15,22,0,5
116,160,95689,0,0,0,1
85,0,0,3,2,0,16
76,0,0,11,20,0,6
57,0,0,3,6,0,3
54,0,0,0,0,1,1
50,0,0,4,5,0,3
149,11,13550,0,0,0,20
50,0,0,7,6,0,0
64,0,0,0,0,0,5
65,0,0,0,0,0,8
59,0,0,0,0,0,4
102,0,233,1,2,0,6
94,0,14,0,0,0,17
155,10,11711,0,0,0,8
64,0,0,0,0,0,19
75,0,0,0,0,0,22
171,15,14298,0,0,0,22
132,77,50900,0,0,0,22
104,148,119537,0,0,0,9
164,10,10317,0,0,0,11
149,10,8768,0,0,0,22
71,0,0,0,0,0,8
162,13,12918,0,0,0,10
75,0,0,20,44,0,8
77,0,0,9,18,0,12
81,0,0,6,11,0,19
66,0,0,4,4,0,7
73,0,0,0,0,0,21
171,27,31738,0,0,0,22
63,0,0,1,0,0,7
69,0,0,4,3,0,13
106,0,247,1,1,0,21
71,0,0,0,0,0,20
53,0,0,0,0,0,11
53,0,0,3,6,0,4
149,9,9943,0,0,0,22
77,0,0,0,0,0,22
57,0,0,4,7,0,4
122,139,94624,0,0,0,4
141,29,25479,0,0,0,21
157,10,9450,0,0,0,10
111,116,42412,0,0,0,0
74,0,0,0,0,0,22
62,0,0,0,0,0,13
65,0,0,0,0,0,7
66,0,0,0,0,1,2
80,0,0,10,19,0,16
52,0,0,5,6,0,0
57,0,0,0,0,0,4
70,0,0,0,0,0,12
137,10,9359,0,0,0,6
133,54,34764,0,0,0,22
57,0,0,0,0,0,4
53,0,0,5,7,0,3
52,0,0,3,5,0,2
86,0,0,0,0,0,22
75,0,0,19,36,0,9
54,0,0,0,0,1,0
65,0,0,3,2,0,8
75,0,0,0,0,0,17
127,13,12421,0,0,0,8
59,0,0,0,0,0,3
53,0,0,4,7,0,4
65,0,0,0,0,1,9
55,0,0,12,16,0,2
78,0,0,17,31,0,9
76,0,0,0,0,0,15
127,141,107003,0,0,0,6
64,0,0,0,0,1,9
74,0,0,0,0,0,19
55,0,0,0,0,1,0
84,0,0,12,26,0,13
79,0,0,17,34,0,11
80,0,0,0,0,1,21
63,0,0,0,0,0,5
173,26,37004,0,0,0,22
62,0,0,0,0,0,7
57,0,0,7,8,0,1
124,147,109869,0,0,0,8
63,0,0,0,0,0,5
59,0,0,1,1,0,2
123,151,119592,0,0,0,8
153,8,12157,0,0,0,19
61,0,0,0,0,0,4
63,0,0,4,9,0,4
77,0,0,0,0,1,14
57,0,0,0,0,0,2
80,0,0,12,22,0,15
85,0,1072,0,0,1,9
71,0,0,0,0,1,11
59,0,0,0,0,0,2
62,0,0,2,1,0,4
145,12,9466,0,0,0,8
60,0,0,0,0,0,8
109,140,47501,0,0,0,0
174,21,23612,0,0,0,22
80,0,0,8,16,0,16
52,0,0,3,4,0,1
64,0,0,0,0,0,9
50,0,0,3,5,0,3
108,154,44511,0,0,0,0
83,0,0,6,13,0,18
53,0,0,9,11,0,3
156,21,23605,0,0,0,22
62,0,0,4,7,0,5
134,51,36884,0,0,0,22
71,0,0,13,25,0,4
52,0,0,2,5,0,3
62,0,0,0,0,0,4
54,0,0,5,10,0,5
52,0,0,0,0,1,0
62,0,0,0,0,0,17
139,55,38192,0,0,0,21
78,0,0,0,0,1,13
133,10,9733,0,0,0,6
116,155,89384,0,0,0,0
61,0,0,1,1,0,2
80,0,0,9,17,0,16
62,0,0,0,0,1,2
55,0,0,3,5,0,0
56,0,0,1,2,0,3
143,21,17061,0,0,0,21
107,139,46896,0,0,0,0
53,0,0,6,8,0,3
63,0,0,0,0,0,5
62,0,0,3,2,0,7
58,0,0,0,0,1,3
61,0,0,0,0,0,4
122,119,96201,0,0,0,4
74,0,0,7,12,0,13
114,125,50314,0,0,0,0
64,0,0,0,0,0,7
115,163,94369,0,0,0,1
55,0,0,11,12,0,1
60,0,0,6,8,0,5
114,150,117502,0,0,0,8
83,0,0,6,12,0,18
118,155,93075,0,0,0,2
81,0,0,7,15,0,17
66,0,0,0,0,0,11
68,0,0,0,0,1,6
82,0,0,0,0,0,22
125,150,112833,0,0,0,3
59,0,0,0,0,1,1
151,11,10487,0,0,0,11
54,0,0,10,13,0,2
105,145,44161,0,0,0,0
82,0,0,6,11,0,17
173,22,21624,0,0,0,22
160,14,8820,0,0,0,11
66,0,0,0,0,0,8
65,0,0,0,0,0,4
81,0,0,0,0,0,22
65,0,0,0,0,0,6
65,0,0,0,0,0,5
79,0,0,0,0,0,22
166,12,11149,0,0,0,12
57,0,0,5,10,0,3
150,12,11301,0,0,0,22
57,0,0,0,0,1,7
52,0,0,4,8,0,3
114,9,7061,0,0,0,5
74,0,0,8,18,0,14
84,0,0,9,18,0,17
79,0,0,15,29,0,13
60,0,0,0,0,0,5
59,0,0,0,0,1,2
65,0,0,0,0,1,9
145,15,12742,0,0,0,22
166,7,8924,0,0,0,11
63,0,0,0,0,0,6
83,0,0,7,14,0,20
63,0,0,3,5,0,3
132,11,10041,0,0,0,4
51,0,0,0,0,1,0
155,5,7673,0,0,0,22
82,0,0,7,15,0,17
72,0,6,0,0,1,11
53,0,0,8,10,0,3
83,0,0,10,19,0,16
125,9,9047,0,0,0,5
81,0,0,0,0,0,22
97,0,99,0,0,0,1
79,0,0,14,25,0,13
144,11,11200,0,0,0,10
69,0,0,0,0,0,15
52,0,0,3,6,0,3
62,0,0,3,6,0,5
56,0,0,2,6,0,4
82,0,0,11,21,0,15
128,77,57495,0,0,0,17
80,0,0,5,14,0,14
154,35,31761,0,0,0,22
76,0,0,0,0,1,14
152,10,12347,0,0,0,18
95,146,110392,0,0,0,16
66,0,0,0,0,0,6
61,0,0,0,0,0,21
110,120,43391,0,0,0,0
77,0,0,13,23,0,14
172,20,18803,0,0,0,21
81,0,0,0,0,0,21
77,0,0,0,0,0,22
54,0,0,2,4,0,3
113,150,117231,0,0,0,9
67,0,0,0,0,1,10
79,0,0,0,0,0,17
65,0,0,0,0,0,6
59,0,0,1,3,0,4
161,22,31769,0,0,0,22
170,15,19365,0,0,0,22
110,122,43688,0,0,0,0
152,8,7221,0,0,0,8
73,0,0,0,0,0,22
70,0,0,0,0,0,22
68,0,0,0,0,0,7
81,0,0,12,23,0,15
82,0,0,5,10,0,19
109,120,42584,0,0,0,0
63,0,0,8,14,0,2
80,0,0,12,25,0,11
73,0,0,0,0,0,16
115,142,73683,0,0,0,0
133,63,41638,0,0,0,13
80,0,0,6,11,0,18
158,18,22755,0,0,0,22
57,0,0,5,10,0,4
67,0,0,0,0,0,6
56,0,0,0,0,1,1
67,0,0,0,0,1,8
57,0,0,0,0,0,2
63,0,0,1,0,0,6
81,0,0,5,13,0,17
81,0,0,8,15,0,17
75,0,0,0,0,0,22
63,0,0,0,0,0,13
77,0,0,0,0,0,22
79,0,0,5,10,0,20
122,0,13,0,1,0,20
110,117,45102,0,0,0,0
55,0,0,4,10,0,3
109,115,42988,0,0,0,0
78,0,0,0,0,0,22
73,0,0,0,0,1,10
86,170,133515,0,0,0,11
74,0,0,0,0,0,22
153,9,9099,0,0,0,22
77,0,0,0,0,0,22
52,0,0,3,5,0,3
67,0,0,0,0,0,13
148,8,8097,0,0,0,22
174,31,22892,0,0,0,22
78,0,0,11,22,0,15
144,29,17947,0,0,0,22
62,0,0,0,0,0,8
157,11,10622,0,0,0,9
138,35,24474,0,0,0,22
53,0,0,6,8,0,3
56,0,0,0,0,0,1
161,12,19375,0,0,0,21
82,0,0,9,17,0,17
81,0,0,0,0,0,22
54,0,0,3,5,0,4
66,0,0,0,0,0,7
63,0,0,0,0,0,5
90,154,126279,0,0,0,15
63,0,0,0,0,0,4
154,13,10212,0,0,0,8
111,126,43152,0,0,0,0
123,123,98752,0,0,0,5
63,0,0,0,0,0,8
62,0,0,0,0,0,5
158,7,6425,0,0,0,22
82,0,0,0,0,0,18
147,14,13089,0,0,0,22
68,0,0,0,0,0,10
65,0,0,0,0,0,17
62,0,0,0,0,0,7
64,0,0,0,0,0,15
78,0,0,18,32,0,7
80,0,0,9,16,0,17
58,0,0,0,0,0,4
70,0,0,0,0,0,21
58,0,0,0,0,1,1
61,0,0,0,0,0,21
67,0,0,0,0,0,15
140,31,25136,0,0,0,22
135,11,11650,0,0,0,6
151,14,14243,0,0,0,22
79,0,0,5,10,0,19
163,44,56668,0,0,0,22
76,0,0,0,0,0,22
56,0,0,0,0,0,1
72,0,0,0,0,0,10
142,11,8742,0,0,0,7
115,113,50434,0,0,0,0
84,0,0,0,0,0,22
67,0,0,3,8,0,10
57,0,0,0,0,0,11
66,0,0,0,0,0,8
166,13,21816,0,0,0,18
68,0,0,0,0,0,20
84,162,131426,0,0,0,10
82,0,0,0,0,0,22
110,129,50764,0,0,0,0
51,0,0,0,0,1,0
117,141,83090,0,0,0,1
62,0,0,2,1,0,4
75,0,0,0,0,1,11
50,0,0,3,3,0,3
53,0,0,7,7,0,1
63,0,0,0,0,0,4
164,14,11354,0,0,0,11
130,7,6117,0,0,0,5
76,165,196,0,0,0,0
72,0,0,0,0,0,13
67,0,0,0,0,0,6
109,126,44828,0,0,0,0
78,0,0,4,10,0,16
54,0,0,0,0,1,1
109,125,42310,0,0,0,0
69,0,0,0,0,1,7
77,0,0,0,0,1,21
63,0,0,0,0,0,5
66,0,0,0,0,0,6
59,0,0,0,0,0,21
80,0,0,6,10,0,20
145,15,16098,0,0,0,22
67,0,0,8,14,0,3
59,0,0,3,4,0,3
57,0,0,7,10,0,2
64,0,0,4,8,0,8
168,14,16253,0,0,0,16
74,0,0,0,0,0,18
111,0,401,0,0,0,0
58,0,0,3,6,0,4
81,0,0,13,22,0,15
65,0,0,0,0,0,6
58,0,0,0,0,1,2
71,0,0,0,0,0,11
69,0,0,0,0,1,5
59,0,0,6,10,0,1
114,7,6153,0,0,0,6
79,0,0,10,21,0,10
66,0,0,0,0,0,14
82,0,0,12,23,0,13
80,0,0,5,10,0,19
148,7,9221,0,0,0,8
58,0,0,0,0,1,1
89,0,0,0,0,0,22
57,0,0,0,0,0,4
148,11,9748,0,0,0,22
145,26,21669,0,0,0,21
74,0,0,0,0,0,16
65,0,0,0,0,0,8
57,0,0,1,1,0,2
68,0,0,0,0,0,4
81,0,0,6,14,0,17
63,0,0,0,0,0,19
75,0,0,0,0,1,14
80,0,0,0,0,0,22
109,122,42750,0,0,0,0
74,0,0,0,0,0,19
68,0,0,0,0,0,21
124,122,99928,0,0,0,5
115,114,61709,0,0,0,1
70,0,0,0,0,0,11
160,9,15590,0,0,0,18
53,0,0,3,5,0,3
145,141,81126,0,0,0,20
55,0,0,4,7,0,3
69,0,0,0,0,1,10
81,0,0,10,19,0,15
145,14,12510,0,0,0,22
83,0,0,7,14,0,18
49,0,0,5,3,0,1
60,0,0,0,0,0,4
69,0,0,0,0,1,10
68,0,0,0,0,1,10
69,0,0,16,25,0,3
58,0,0,9,13,0,3
113,124,46850,0,0,0,1
67,0,0,0,0,0,9
68,0,0,0,0,0,15
83,0,0,8,15,0,18
90,0,0,0,0,0,22
139,12,8607,0,0,0,6
77,0,0,18,36,0,10
71,0,0,0,0,0,14
55,0,0,1,0,0,1
65,0,0,0,0,1,4
71,0,0,18,29,0,5
58,0,0,9,13,0,3
63,0,0,0,0,0,5
54,0,0,0,0,0,2
59,0,0,8,13,0,4
65,0,0,1,3,0,8
60,0,0,2,5,0,5
65,0,0,9,14,0,3
82,0,0,0,0,0,22
61,0,0,4,6,0,4
83,0,0,0,0,1,21
54,0,0,1,0,0,0
68,0,0,0,0,0,10
61,0,0,8,13,0,4
65,0,0,4,5,0,8
80,0,0,11,21,0,16
75,0,0,18,36,0,11
77,0,0,5,8,0,20
82,0,0,5,12,0,18
63,0,0,0,0,0,4
84,0,0,10,20,0,15
64,0,0,0,0,0,5
64,0,0,0,0,0,5
63,0,0,0,0,0,5
50,0,0,4,4,0,1
55,0,0,5,7,0,2
59,0,0,0,0,0,7
61,0,0,0,0,0,3
59,0,0,7,14,0,2
163,14,12979,0,0,0,22
160,12,13454,0,0,0,9
60,0,0,0,0,0,15
64,0,0,0,0,0,5
75,0,0,0,0,0,21
133,10,9762,0,0,0,6
72,0,0,0,0,0,13
60,0,0,0,0,1,7
144,27,27311,0,0,0,21
116,155,88694,0,0,0,1
157,15,13158,0,0,0,10
57,0,0,8,8,0,3
52,0,0,5,7,0,3
70,0,0,0,0,1,9
61,0,0,0,0,0,18
65,0,0,0,0,0,6
157,10,13190,0,0,0,19
60,0,0,0,0,0,15
73,0,0,0,0,1,6
61,0,0,0,0,0,5
73,0,0,0,0,0,22
68,0,0,0,0,0,5
56,0,0,0,0,1,4
68,0,0,0,0,0,10
108,137,43439,0,0,0,0
76,0,0,10,21,0,14
74,0,0,0,0,0,22
65,0,0,0,0,0,6
64,0,0,11,18,0,4
126,131,108408,0,0,0,5
130,9,7675,0,0,0,5
